date_key,full_date,year,month,year_month,events_on_date,weighted_events_on_date,bookings_made_on_date,checkins_on_date,checkouts_on_date,booking_value_proxy_for_checkins,package_checkins,avg_stay_nights_for_checkins,avg_lead_days_for_checkins
2014-08-31,2014-08-31,2014,8,2014-08,71317,104316,4356,6061,9035,6653,592,2.238244514106583,30.96830113917781
2014-05-29,2014-05-29,2014,5,2014-05,67537,96840,5529,4598,4099,5349,751,2.373205741626794,35.98760330578512
2013-12-27,2013-12-27,2013,12,2013-12,29693,43389,2545,4540,3273,5347,807,2.8112334801762113,50.159726812073146
2013-12-29,2013-12-29,2013,12,2013-12,29602,44847,2172,3685,4333,4347,662,2.7617367706919946,54.31289009497965
2013-12-31,2013-12-31,2013,12,2013-12,23186,34147,2113,3139,3056,3543,404,2.192417967505575,46.02930869703727
2014-01-02,2014-01-02,2014,1,2014-01,35363,52502,3115,3261,3793,3807,546,2.578656853725851,43.366175567833025
2014-01-03,2014-01-03,2014,1,2014-01,34590,50650,3060,3086,3512,3512,426,2.32047958522359,42.23760129659644
2014-01-04,2014-01-04,2014,1,2014-01,30325,45067,2349,2445,3489,2742,297,2.2511247443762783,38.578732106339466
2014-01-06,2014-01-06,2014,1,2014-01,39871,58736,3631,2380,2346,2777,397,2.8369747899159665,31.680538041193778
2014-01-07,2014-01-07,2014,1,2014-01,42297,63798,3610,2205,2046,2544,339,2.5029478458049885,30.13922902494331
2014-01-08,2014-01-08,2014,1,2014-01,42348,62032,3772,2066,1976,2385,319,2.383833494675702,30.709583736689254
2014-11-19,2014-11-19,2014,11,2014-11,98147,135644,6924,5380,5187,6057,677,2.2048327137546466,24.6629485034393
2014-11-22,2014-11-22,2014,11,2014-11,72307,102180,5039,7180,5768,8026,846,2.224791086350975,36.24996516650411
2014-11-24,2014-11-24,2014,11,2014-11,101728,142628,7520,5478,5553,6102,624,2.3397225264695143,28.703906535231837
2013-05-02,2013-05-02,2013,5,2013-05,31040,52980,3046,2809,2358,3322,513,2.3972944108223566,27.292839330245815
2013-05-03,2013-05-03,2013,5,2013-05,21374,35635,2305,3496,2621,4078,582,2.2308352402745997,29.743347639484977
2013-05-04,2013-05-04,2013,5,2013-05,23901,42564,2150,2639,2540,3011,372,2.235316407730201,28.09931766489765
2013-05-08,2013-05-08,2013,5,2013-05,34075,57938,3379,2391,2120,2771,380,2.3450439146800504,23.164435146443516
2013-05-10,2013-05-10,2013,5,2013-05,28256,48289,2919,3106,2515,3570,464,2.24243399871217,27.783000643915003
2013-05-12,2013-05-12,2013,5,2013-05,30745,54020,2568,2180,3567,2524,344,2.727064220183486,25.735779816513762
2013-05-14,2013-05-14,2013,5,2013-05,34257,58560,3337,2362,1934,2688,326,2.233700254022015,21.27646062658764
2013-05-15,2013-05-15,2013,5,2013-05,34850,59688,3488,2592,2367,2962,370,2.244212962962963,23.955246913580247
2014-08-05,2014-08-05,2014,8,2014-08,107125,154244,7490,5920,5425,6538,618,2.435810810810811,32.46274708565636
2014-08-06,2014-08-06,2014,8,2014-08,104812,150394,7622,6082,5744,6709,627,2.4195988161788886,32.86794935043579
2014-08-07,2014-08-07,2014,8,2014-08,93823,134410,7085,6669,5982,7475,806,2.350277402908982,34.18491301739652
2014-08-08,2014-08-08,2014,8,2014-08,86588,123939,6635,8162,7015,8979,817,2.24234256309728,34.12631707914727
2014-12-23,2014-12-23,2014,12,2014-12,94748,130613,6333,6783,6639,7592,809,2.940872898849897,43.69439528023599
2014-12-24,2014-12-24,2014,12,2014-12,73646,101716,4867,7641,5598,8589,948,2.834314880251276,41.820979570455734
2014-12-25,2014-12-25,2014,12,2014-12,72308,100292,4346,8103,5025,9156,1053,2.7541651240281375,42.305925925925926
2014-12-26,2014-12-26,2014,12,2014-12,99163,137046,5833,11700,7730,12948,1248,2.6130769230769233,42.13373236425823
2014-12-27,2014-12-27,2014,12,2014-12,90857,126804,5237,10943,9262,12095,1152,2.5555149410582105,45.34061614407167
2013-03-01,2013-03-01,2013,3,2013-03,28807,50594,2771,2542,2099,2931,389,2.216365066876475,14.992525570416994
2013-03-02,2013-03-02,2013,3,2013-03,27443,48618,2381,2110,1804,2381,271,2.2118483412322276,15.72037914691943
2013-03-05,2013-03-05,2013,3,2013-03,36750,63471,3362,1778,1576,1987,209,2.1760404949381327,12.423423423423424
2013-03-06,2013-03-06,2013,3,2013-03,37814,66611,3491,2034,1856,2335,301,2.257620452310718,14.07726377952756
2013-03-07,2013-03-07,2013,3,2013-03,33877,59392,3038,2265,2020,2646,381,2.311699779249448,15.948344370860926
2013-03-11,2013-03-11,2013,3,2013-03,37246,65397,3261,2292,1864,2653,361,2.4637870855148343,15.671465968586388
2013-03-12,2013-03-12,2013,3,2013-03,35473,61911,3327,2049,1858,2317,268,2.2035139092240117,14.41015625
2014-06-04,2014-06-04,2014,6,2014-06,81940,115805,6216,4182,3953,4693,511,2.292443806791009,28.594064145524175
2014-06-06,2014-06-06,2014,6,2014-06,64328,91638,5255,5851,4869,6561,710,2.1958639548795076,32.1280779753762
2014-06-07,2014-06-07,2014,6,2014-06,55506,80241,3932,5155,4569,5720,565,2.2184287099903006,34.31839348079162
2014-06-09,2014-06-09,2014,6,2014-06,81506,116949,6394,4735,4402,5353,618,2.5292502639915524,29.143400211193242
2014-01-11,2014-01-11,2014,1,2014-01,34611,51902,2583,2350,2237,2782,432,2.500425531914894,30.356170212765957
2014-01-13,2014-01-13,2014,1,2014-01,44157,64866,3824,2370,2014,2775,405,2.6379746835443036,24.654852320675104
2014-01-14,2014-01-14,2014,1,2014-01,44189,65088,3977,2102,1811,2437,335,2.383920076117983,24.733587059942913
2014-01-16,2014-01-16,2014,1,2014-01,39962,58876,3647,2398,2245,2856,458,2.4320266889074227,29.63511259382819
2014-01-17,2014-01-17,2014,1,2014-01,35199,51809,3255,3097,2566,3709,612,2.3777849531804973,29.693897319987084
2014-01-19,2014-01-19,2014,1,2014-01,37119,55145,2742,2107,3297,2467,360,2.874703369719981,26.588989084005696
2014-01-21,2014-01-21,2014,1,2014-01,42656,63251,3724,2161,1850,2477,316,2.3780657103192966,22.550462962962964
2014-01-22,2014-01-22,2014,1,2014-01,41045,59556,3579,2153,2005,2544,391,2.3934045517882026,24.113330236878774
2014-01-23,2014-01-23,2014,1,2014-01,39390,57281,3463,2365,2239,2860,495,2.46892177589852,26.991966173361522
2014-11-28,2014-11-28,2014,11,2014-11,90134,125422,6303,7792,6725,8588,796,2.031570841889117,33.27746406570842
2014-11-29,2014-11-29,2014,11,2014-11,71941,101373,4788,6164,8373,6702,538,1.9831251014116502,31.276119402985074
2014-08-10,2014-08-10,2014,8,2014-08,82817,120197,5487,6657,9321,7405,748,2.618747183415953,34.645830202854995
2014-08-11,2014-08-11,2014,8,2014-08,96885,138644,7144,6554,6373,7389,835,2.5668294171498323,33.38125763125763
2014-08-12,2014-08-12,2014,8,2014-08,101434,146499,7088,6184,5708,6838,654,2.380659767141009,32.60601649684619
2014-08-14,2014-08-14,2014,8,2014-08,92759,133086,7017,7074,6428,7966,892,2.343370087644897,34.947130336443315
2014-10-03,2014-10-03,2014,10,2014-10,82884,115376,6610,8618,6265,9650,1032,2.2231376189371086,33.99767873723305
2014-10-04,2014-10-04,2014,10,2014-10,67487,95554,4650,7190,6030,7904,714,2.1,32.1134909596662
2014-10-05,2014-10-05,2014,10,2014-10,81745,115430,5415,5471,9708,6113,642,2.676293182233595,32.31291148500366
2014-10-06,2014-10-06,2014,10,2014-10,101156,140877,7515,5938,5931,6610,672,2.474570562478949,28.202661725067387
2014-10-07,2014-10-07,2014,10,2014-10,103225,143198,7607,5521,5162,6125,604,2.3106321318601704,28.621851784743612
2014-10-08,2014-10-08,2014,10,2014-10,113167,157387,7862,5877,5292,6495,618,2.2734388293346948,29.906893617021275
2013-05-16,2013-05-16,2013,5,2013-05,31835,54653,3138,2777,2537,3248,471,2.3694634497659344,28.46525027007562
2013-05-17,2013-05-17,2013,5,2013-05,27651,47015,2773,3625,2821,4191,566,2.2888275862068967,31.203366445916114
2013-05-20,2013-05-20,2013,5,2013-05,36131,62383,3333,2656,2957,3066,410,2.4939759036144578,24.3125
2013-05-25,2013-05-25,2013,5,2013-05,23163,40570,1997,3625,2643,4154,529,2.2515862068965515,30.7651766004415
2013-05-26,2013-05-26,2013,5,2013-05,26460,46270,2146,2510,3692,2895,385,2.4235059760956177,30.15219123505976
2013-05-29,2013-05-29,2013,5,2013-05,34165,58301,3302,2515,2324,2906,391,2.3157057654075546,27.440731901352425
2013-05-30,2013-05-30,2013,5,2013-05,31782,54776,3075,2690,2528,3193,503,2.4479553903345725,29.629230197099293
2013-06-01,2013-06-01,2013,6,2013-06,24461,43571,2154,2657,2564,2996,339,2.316146029356417,29.97026721866767
2014-01-24,2014-01-24,2014,1,2014-01,34962,50863,3280,2934,2478,3493,559,2.34560327198364,28.439331970006815
2014-01-25,2014-01-25,2014,1,2014-01,32930,48681,2456,2504,2258,2940,436,2.397364217252396,29.909345047923324
2014-01-26,2014-01-26,2014,1,2014-01,38301,57341,2811,2075,3365,2457,382,2.833734939759036,26.95759036144578
2014-01-29,2014-01-29,2014,1,2014-01,41299,60835,3624,2255,2101,2656,401,2.3711751662971174,25.15033259423503
2014-02-01,2014-02-01,2014,2,2014-02,31761,47201,2441,2454,2265,2861,407,2.430317848410758,30.275876120619397
2014-02-02,2014-02-02,2014,2,2014-02,35472,52908,2671,1904,3170,2275,371,2.8923319327731094,28.352941176470587
2014-06-11,2014-06-11,2014,6,2014-06,80302,115556,6211,4647,4293,5183,536,2.291155584247902,30.419806243272337
2014-06-12,2014-06-12,2014,6,2014-06,70506,100850,5743,5071,4605,5727,656,2.338000394399527,33.30222923653581
2014-06-14,2014-06-14,2014,6,2014-06,52825,76197,3738,5325,4937,5872,547,2.212769953051643,34.83734034560481
2014-06-15,2014-06-15,2014,6,2014-06,61690,88364,4367,4659,7147,5248,589,2.699935608499678,33.63747585318738
2014-09-05,2014-09-05,2014,9,2014-09,87227,124245,6823,7156,5750,7985,829,2.234907769703745,34.05366126327557
2014-09-06,2014-09-06,2014,9,2014-09,72174,103782,4807,6458,5442,7112,654,2.156395168782905,35.3244540808425
2014-09-07,2014-09-07,2014,9,2014-09,81912,118654,5370,5147,8377,5791,644,2.746259957256654,33.548581422464046
2014-09-08,2014-09-08,2014,9,2014-09,102551,145109,7723,5838,5291,6562,724,2.5602946214457005,29.728409869773817
2014-09-09,2014-09-09,2014,9,2014-09,103953,147898,7633,5398,4760,5991,593,2.3860689144127454,29.272508336420895
2014-09-10,2014-09-10,2014,9,2014-09,108265,153423,7834,5385,5203,6018,633,2.3357474466109562,31.084323922734026
2013-08-13,2013-08-13,2013,8,2013-08,36893,52853,3460,3130,2971,3590,460,2.5003194888178912,32.94755356571794
2013-08-17,2013-08-17,2013,8,2013-08,25555,36431,2083,3620,3626,4069,449,2.4091160220994476,35.551809892235426
2013-08-18,2013-08-18,2013,8,2013-08,30261,43416,2537,3190,4671,3658,468,2.724451410658307,35.50642834744434
2013-08-20,2013-08-20,2013,8,2013-08,37800,53306,3540,2924,2873,3333,409,2.3580711354309165,32.29250769757099
2013-08-22,2013-08-22,2013,8,2013-08,32713,46585,3152,3349,3292,3899,550,2.4228127799343087,35.836070468796656
2013-08-23,2013-08-23,2013,8,2013-08,30615,43887,3071,3897,3431,4459,562,2.286117526302284,34.9070841889117
2013-08-26,2013-08-26,2013,8,2013-08,36899,52405,3453,2845,3030,3270,425,2.5676625659050965,31.33848857644991
2013-08-27,2013-08-27,2013,8,2013-08,36810,53703,3532,2641,2568,2982,341,2.3112457402499054,31.078379401741763
2014-03-19,2014-03-19,2014,3,2014-03,63121,90562,5094,3378,3242,3878,500,2.314387211367673,24.449378330373
2014-03-21,2014-03-21,2014,3,2014-03,51457,74314,4411,4799,3892,5597,798,2.29860387580746,28.777245259429048
2014-03-22,2014-03-22,2014,3,2014-03,46523,67132,3356,4183,3693,4826,643,2.3798709060482905,29.813530958642122
2014-03-23,2014-03-23,2014,3,2014-03,54879,79711,3805,3526,5499,4141,615,2.8235961429381735,28.54764605785593
2014-05-09,2014-05-09,2014,5,2014-05,50482,71366,4743,5357,4411,6046,689,2.157550868023147,30.698338622363263
2014-12-31,2014-12-31,2014,12,2014-12,87998,121082,5766,10053,7957,10807,754,2.0178056301601512,38.711727842435096
2013-06-16,2013-06-16,2013,6,2013-06,31682,55757,2560,2622,3893,2995,373,2.7837528604118993,31.68649885583524
2014-08-16,2014-08-16,2014,8,2014-08,69725,100936,4739,7528,7168,8278,750,2.2195802337938364,34.33528239202658
2014-08-18,2014-08-18,2014,8,2014-08,101770,146257,7558,6641,6342,7456,815,2.589971389850926,32.666064166290106
2013-03-31,2013-03-31,2013,3,2013-03,27698,48764,2316,2035,3706,2395,360,2.6643734643734645,22.704668304668306
2013-04-03,2013-04-03,2013,4,2013-04,36565,64051,3377,2312,1988,2675,363,2.3127162629757785,19.56228373702422
2013-04-05,2013-04-05,2013,4,2013-04,28835,49936,2801,2906,2734,3351,445,2.2498279421885754,21.533907056798622
2013-04-08,2013-04-08,2013,4,2013-04,35476,61610,3372,2297,2006,2686,389,2.4862864606007835,19.13240418118467
2013-04-10,2013-04-10,2013,4,2013-04,34646,59545,3186,2289,2097,2677,388,2.341633901266929,19.809086937527304
2013-08-30,2013-08-30,2013,8,2013-08,28861,41341,2930,4445,3335,5157,712,2.3921259842519684,34.107986501687286
2013-09-05,2013-09-05,2013,9,2013-09,33221,47298,3314,2724,2532,3202,478,2.4430983847283407,34.70007342143906
2013-09-06,2013-09-06,2013,9,2013-09,30276,43294,3116,3311,2786,3753,442,2.3415886439142253,34.90999697976442
2013-09-07,2013-09-07,2013,9,2013-09,26104,38618,2182,3048,2657,3464,416,2.3989501312335957,37.10990813648294
2013-09-09,2013-09-09,2013,9,2013-09,35857,51355,3155,2819,2591,3236,417,2.58531394111387,31.013125221709828
2013-09-12,2013-09-12,2013,9,2013-09,32936,47232,3266,2972,2822,3444,472,2.4162180349932707,35.778600269179
2013-09-13,2013-09-13,2013,9,2013-09,30413,43252,3092,3788,2999,4336,548,2.2930306230200634,38.35225772379192
2014-02-07,2014-02-07,2014,2,2014-02,42050,60600,3657,3204,2621,3837,633,2.3039950062421974,29.098626716604244
2014-02-09,2014-02-09,2014,2,2014-02,40184,59789,3070,2246,3588,2717,471,2.929652715939448,27.29341050756901
2014-02-10,2014-02-10,2014,2,2014-02,44538,65557,3897,2427,2286,2845,418,2.600329625051504,24.173124484748556
2014-02-11,2014-02-11,2014,2,2014-02,44820,65632,3946,2246,2054,2633,387,2.373552983081033,22.87795100222717
2014-02-12,2014-02-12,2014,2,2014-02,43165,62893,3869,2514,2207,2961,447,2.4821002386634845,24.681655391961797
2014-02-17,2014-02-17,2014,2,2014-02,44319,64937,3786,2859,3572,3465,606,2.7247289261979715,28.462049667715984
2013-01-09,2013-01-09,2013,1,2013-01,34795,61049,3019,459,211,478,19,1.7080610021786493,1.0043572984749456
2013-01-12,2013-01-12,2013,1,2013-01,26938,48881,2020,668,483,711,43,1.561377245508982,2.1991017964071857
2013-01-16,2013-01-16,2013,1,2013-01,34454,60416,3147,968,837,1041,73,1.8636363636363635,3.589026915113872
2013-01-17,2013-01-17,2013,1,2013-01,30141,52743,2871,1011,943,1102,91,1.8813056379821957,3.8425742574257424
2013-01-18,2013-01-18,2013,1,2013-01,27189,47864,2700,1316,1135,1447,131,1.987841945288754,4.215969581749049
2013-01-21,2013-01-21,2013,1,2013-01,33156,57808,2992,1242,1141,1392,150,2.180354267310789,5.350806451612903
2013-01-22,2013-01-22,2013,1,2013-01,32837,58020,3016,1238,964,1358,120,1.9321486268174475,5.223120452708165
2014-09-13,2014-09-13,2014,9,2014-09,71506,102357,4620,7212,6032,7971,759,2.187603993344426,36.13992511440854
2014-09-15,2014-09-15,2014,9,2014-09,106448,150663,7586,6231,5930,6923,692,2.4334777724281818,30.703275529865124
2014-09-16,2014-09-16,2014,9,2014-09,104866,150640,7495,5643,5471,6200,557,2.309587099060783,30.822434875066453
2013-06-17,2013-06-17,2013,6,2013-06,39207,66791,3592,2960,2525,3424,464,2.468243243243243,25.9375
2013-06-19,2013-06-19,2013,6,2013-06,37712,63151,3296,2865,2700,3264,399,2.4,27.61893119105833
2013-06-20,2013-06-20,2013,6,2013-06,34807,59244,3152,3131,2839,3590,459,2.369849888214628,31.95143769968051
2013-06-21,2013-06-21,2013,6,2013-06,30468,51293,2807,3684,3266,4174,490,2.271444082519001,31.888949226174315
2013-06-22,2013-06-22,2013,6,2013-06,27766,49514,2312,3088,2854,3458,370,2.3086139896373057,33.20926465824425
2013-06-24,2013-06-24,2013,6,2013-06,37873,64513,3442,2908,2776,3311,403,2.5226960110041263,28.13003095975232
2013-06-25,2013-06-25,2013,6,2013-06,38186,65118,3561,2730,2523,3059,329,2.2798534798534797,27.212820512820514
2013-06-27,2013-06-27,2013,6,2013-06,34995,58763,2997,3166,2878,3639,473,2.3332280480101075,32.04832596336071
2013-06-28,2013-06-28,2013,6,2013-06,31470,53626,2999,3991,3285,4534,543,2.2876472062139817,32.902005012531326
2013-06-29,2013-06-29,2013,6,2013-06,27426,48419,2179,3589,3063,4012,423,2.3466146558930063,33.99080523822792
2013-11-19,2013-11-19,2013,11,2013-11,30455,43999,2971,2297,2168,2618,321,2.2990857640400524,26.63561166739225
2013-11-20,2013-11-20,2013,11,2013-11,29838,42844,2830,2493,2296,2901,408,2.357801845166466,28.168940609951846
2013-11-23,2013-11-23,2013,11,2013-11,22278,32053,1882,2899,2538,3415,516,2.5122456019317005,40.841959972394754
2013-11-24,2013-11-24,2013,11,2013-11,26810,39215,2231,2430,3737,2887,457,2.7897119341563785,36.02346644709757
2013-11-25,2013-11-25,2013,11,2013-11,30741,44035,2980,2275,2373,2675,400,2.5815384615384613,31.526593406593406
2013-11-26,2013-11-26,2013,11,2013-11,29312,42079,2867,2314,2082,2689,375,2.5440795159896283,34.97579948141746
2013-11-28,2013-11-28,2013,11,2013-11,21275,31088,1965,3315,2151,3997,682,2.46184012066365,37.979788838612365
2013-12-01,2013-12-01,2013,12,2013-12,27470,40414,2254,2030,4508,2352,322,2.829064039408867,33.75665024630542
2013-12-05,2013-12-05,2013,12,2013-12,27424,39555,2514,2508,2171,3051,543,2.4186602870813396,34.046251993620416
2013-09-15,2013-09-15,2013,9,2013-09,31301,45694,2604,2805,4135,3208,403,2.690909090909091,36.26310160427808
2013-09-18,2013-09-18,2013,9,2013-09,34601,50011,3334,2923,2661,3287,364,2.3318508381799523,33.60246322271639
2013-09-19,2013-09-19,2013,9,2013-09,32010,45651,3170,3144,2929,3633,489,2.411259541984733,36.014958625079565
2013-09-20,2013-09-20,2013,9,2013-09,28479,40536,2888,3932,3144,4452,520,2.2393184130213633,36.80106843042483
2013-09-23,2013-09-23,2013,9,2013-09,36460,52113,3473,2954,3012,3408,454,2.5172647257955316,31.497291807718348
2013-09-24,2013-09-24,2013,9,2013-09,35114,50163,3450,2755,2448,3088,333,2.283121597096189,30.60834845735027
2013-09-25,2013-09-25,2013,9,2013-09,34115,49183,3524,2852,2814,3204,352,2.2307152875175316,31.088421052631578
2013-09-29,2013-09-29,2013,9,2013-09,29572,43050,2455,2579,4591,2933,354,2.592477704536642,33.06718446601942
2014-04-07,2014-04-07,2014,4,2014-04,68301,97344,5470,3679,3135,4238,559,2.5656428377276432,24.042153929834104
2014-04-08,2014-04-08,2014,4,2014-04,68186,96997,5625,3303,3006,3687,384,2.2730850741749924,22.163790493490765
2014-04-09,2014-04-09,2014,4,2014-04,68789,97646,5560,3525,3365,4053,528,2.4278014184397163,26.275744680851062
2014-04-11,2014-04-11,2014,4,2014-04,53609,76493,4590,5330,4128,6050,720,2.317073170731707,30.607431037718147
2014-04-12,2014-04-12,2014,4,2014-04,43102,61917,3230,4752,4091,5470,718,2.404882154882155,34.48526936026936
2014-12-12,2014-12-12,2014,12,2014-12,83671,114077,6396,7585,6212,8469,884,2.1145682267633488,32.55665479488194
2014-09-18,2014-09-18,2014,9,2014-09,93988,134252,6919,6446,5914,7300,854,2.303754266211604,36.09279950341403
2014-09-21,2014-09-21,2014,9,2014-09,81451,118177,5212,5652,9913,6324,672,2.5822717622080678,34.35893805309735
2013-01-23,2013-01-23,2013,1,2013-01,30837,54167,2903,1247,1122,1380,133,1.884522854851644,5.6864474739374495
2013-01-24,2013-01-24,2013,1,2013-01,29825,52906,2745,1326,1255,1491,165,1.9675716440422322,5.993957703927492
2013-01-25,2013-01-25,2013,1,2013-01,26982,47293,2606,1508,1452,1672,164,2.0218832891246685,6.397214854111406
2013-01-29,2013-01-29,2013,1,2013-01,31409,55677,2950,1338,1085,1495,157,1.9798206278026906,6.912425149700598
2013-02-03,2013-02-03,2013,2,2013-02,21445,38090,2204,1144,1808,1315,171,2.5384615384615383,8.939579684763572
2013-02-04,2013-02-04,2013,2,2013-02,22914,38729,3016,1538,1154,1747,209,2.369960988296489,8.985026041666666
2013-02-08,2013-02-08,2013,2,2013-02,26845,47627,2549,2005,1815,2251,246,2.119700748129676,10.822177822177823
2014-05-21,2014-05-21,2014,5,2014-05,71539,102142,5626,4243,4103,4765,522,2.2731557860004714,29.92032060348892
2014-05-24,2014-05-24,2014,5,2014-05,46800,68044,3424,6339,4724,7181,842,2.1869380028395646,33.903297050007886
2014-02-19,2014-02-19,2014,2,2014-02,40616,59052,3693,2599,2484,3132,533,2.482878030011543,25.337182448036952
2014-02-20,2014-02-20,2014,2,2014-02,39344,57642,3636,2913,2799,3489,576,2.470648815653965,29.549107142857142
2014-02-23,2014-02-23,2014,2,2014-02,39216,59052,2852,2382,4073,2869,487,2.865659109991604,27.589420654911837
2014-02-25,2014-02-25,2014,2,2014-02,57303,83867,4520,2405,2102,2780,375,2.318087318087318,22.615800415800415
2014-02-26,2014-02-26,2014,2,2014-02,62727,91167,4952,2641,2454,3089,448,2.3532752745172285,24.677016281711474
2014-02-27,2014-02-27,2014,2,2014-02,48164,69884,3996,3024,2693,3655,631,2.4563492063492065,27.49702380952381
2014-02-28,2014-02-28,2014,2,2014-02,36195,53540,3374,3749,3092,4413,664,2.3603627634035744,28.7047212590024
2014-11-13,2014-11-13,2014,11,2014-11,91297,128739,6656,6032,5263,6888,856,2.2589522546419096,29.446949602122015
2014-11-15,2014-11-15,2014,11,2014-11,68105,96832,4642,6615,5780,7330,715,2.1699168556311412,31.96280616873299
2013-12-07,2013-12-07,2013,12,2013-12,22725,32780,1932,2623,2270,3122,499,2.3373999237514296,37.47159740754861
2013-12-09,2013-12-09,2013,12,2013-12,30127,42829,2806,2436,2171,2868,432,2.5201149425287355,24.35893223819302
2013-12-12,2013-12-12,2013,12,2013-12,25320,36544,2442,2383,2293,2895,512,2.443558539655896,32.5512174643157
2013-12-17,2013-12-17,2013,12,2013-12,28739,41242,2585,2123,1937,2470,347,2.282147903909562,28.596325953838907
2013-12-18,2013-12-18,2013,12,2013-12,28019,40772,2622,2189,2192,2541,352,2.4979442667884877,32.42896299680219
2013-12-21,2013-12-21,2013,12,2013-12,21346,31438,1821,3573,2626,4211,638,2.847187237615449,49.05317660229499
2014-09-24,2014-09-24,2014,9,2014-09,105669,150130,7513,5845,5563,6468,623,2.231479897348161,31.75273785078713
2014-09-27,2014-09-27,2014,9,2014-09,63718,92301,4338,7002,6506,7673,671,2.0798343330477005,34.57451064437777
2014-09-28,2014-09-28,2014,9,2014-09,79541,115400,5178,5400,9968,6034,634,2.549074074074074,32.974069272087426
2014-08-01,2014-08-01,2014,8,2014-08,84535,120897,6259,8279,6630,9152,873,2.3321657204976445,35.108238705001206
2014-08-02,2014-08-02,2014,8,2014-08,71573,103116,4733,7079,6314,7755,676,2.2359090266986863,34.859827610569454
2013-07-16,2013-07-16,2013,7,2013-07,38929,65856,3438,2716,2661,3047,331,2.361561119293078,31.460235640648012
2013-07-17,2013-07-17,2013,7,2013-07,37127,62883,3325,2901,2712,3316,415,2.4046880386073766,31.745260255084453
2013-07-19,2013-07-19,2013,7,2013-07,33108,56129,3160,3744,3138,4230,486,2.220619658119658,35.82153352925461
2013-07-20,2013-07-20,2013,7,2013-07,28003,48247,2298,3307,2996,3729,422,2.4194133655881465,36.23707287571818
2013-07-22,2013-07-22,2013,7,2013-07,41523,70719,3523,3054,2878,3484,430,2.5674525212835624,31.618205631958087
2013-07-24,2013-07-24,2013,7,2013-07,37256,63063,3481,2918,2761,3314,396,2.412268677176148,31.194720603359617
2013-07-26,2013-07-26,2013,7,2013-07,29757,50814,2731,3809,3231,4312,503,2.2672617484904176,35.805198214754526
2013-07-27,2013-07-27,2013,7,2013-07,28812,49877,2347,3305,3128,3723,418,2.3476550680786685,36.166111951588505
2013-09-30,2013-09-30,2013,9,2013-09,36541,52756,3706,2705,2802,3080,375,2.5290203327171903,28.70573012939002
2013-10-04,2013-10-04,2013,10,2013-10,30098,42927,3062,3946,2985,4517,571,2.232387227572225,35.9455144450076
2013-10-05,2013-10-05,2013,10,2013-10,26154,38087,2296,3257,2835,3683,426,2.2551427694197113,34.59170506912442
2013-10-10,2013-10-10,2013,10,2013-10,32093,45453,3010,3306,2722,3838,532,2.465819721718088,37.44750378214826
2013-10-12,2013-10-12,2013,10,2013-10,24188,34873,1981,3838,2955,4397,559,2.280354351224596,35.7892131318395
2013-10-14,2013-10-14,2013,10,2013-10,36230,51484,3443,2794,3887,3224,430,2.562634216177523,28.732999284180387
2014-10-23,2014-10-23,2014,10,2014-10,88524,123317,6770,6432,5882,7330,898,2.318407960199005,31.32078992380656
2014-10-25,2014-10-25,2014,10,2014-10,62541,88129,4208,7238,6175,8053,815,2.1300082895827575,33.52397402238497
2014-03-02,2014-03-02,2014,3,2014-03,40345,59219,3122,2510,4010,2997,487,2.9709163346613545,27.385013949780788
2014-03-03,2014-03-03,2014,3,2014-03,45171,66263,4108,2680,2518,3204,524,2.7227611940298506,25.758401792382376
2014-03-06,2014-03-06,2014,3,2014-03,65512,94320,4946,3069,2764,3614,545,2.4115347018572826,26.610622352557836
2014-03-10,2014-03-10,2014,3,2014-03,65998,95366,5218,3299,2989,3918,619,2.606547438617763,23.00090936647469
2014-07-02,2014-07-02,2014,7,2014-07,92158,131951,6746,5225,4939,5890,665,2.3933014354066984,34.21941412981045
2014-07-04,2014-07-04,2014,7,2014-07,68063,97062,4902,7423,5000,8215,792,2.1499393776101305,34.31402397952311
2014-07-05,2014-07-05,2014,7,2014-07,65521,94069,4210,5646,6366,6145,499,2.1602904711300037,36.180835990081476
2014-07-06,2014-07-06,2014,7,2014-07,79708,114611,5000,4948,9035,5471,523,2.6614793856103476,35.551243177683446
2014-09-29,2014-09-29,2014,9,2014-09,101897,145113,7671,5517,5683,6131,614,2.3639659235091535,28.116569978245106
2014-09-30,2014-09-30,2014,9,2014-09,103495,147759,7489,5314,5026,5861,547,2.2651486639066616,28.398756828027878
2014-10-01,2014-10-01,2014,10,2014-10,102068,146640,7433,5662,5294,6385,723,2.3610031790886614,32.11056163899682
2014-10-02,2014-10-02,2014,10,2014-10,90214,127752,7114,6354,5496,7267,913,2.352219074598678,34.35243192192665
2014-04-24,2014-04-24,2014,4,2014-04,58969,84602,5015,4359,3934,5090,731,2.3516861665519615,30.658407891718284
2013-10-21,2013-10-21,2013,10,2013-10,35578,50705,3388,2736,2653,3198,462,2.5862573099415203,26.86215722120658
2013-10-22,2013-10-22,2013,10,2013-10,34127,49153,3046,2526,2232,2911,385,2.3551068883610453,25.367524752475248
2013-10-23,2013-10-23,2013,10,2013-10,35003,50121,3182,2663,2584,3066,403,2.291400675929403,28.18632607062359
2013-10-25,2013-10-25,2013,10,2013-10,27731,39479,2714,3759,3038,4322,563,2.272412875764831,34.4926842245278
