year_month,lead_time_bucket,stay_length_bucket,party_segment,users,events,weighted_events,bookings,booking_row_rate,booking_weighted_event_rate,package_share,mobile_share,booking_value_proxy_total,sessions,booking_sessions,session_booking_rate
2014-09-01,8_30,4_7,solo,11195,41580,59412,3435,0.08261183261183261,0.05867501514845486,0.25211062590975253,0.08511303511303511,4301,16955,4072,0.24016514302565614
2014-09-01,31_90,1,solo,8411,26809,34202,3259,0.12156365399679213,0.09724577510087129,0.07302853636084689,0.07374389197657504,3497,11400,3520,0.3087719298245614
2014-09-01,91_plus,8_14,family_with_children,4151,19334,31339,325,0.016809765180511017,0.010944829126647309,0.40307692307692305,0.189407261818558,456,7137,416,0.058287795992714025
2014-09-01,8_30,8_14,couple,3296,12183,18005,411,0.0337355331199212,0.02304915301305193,0.2846715328467153,0.14585898382992696,528,4995,623,0.12472472472472472
2014-09-01,2_7,4_7,solo,5616,18855,26515,2104,0.11158843808008485,0.08074674712426928,0.1920152091254753,0.08804030761071334,2508,7907,2492,0.315163778930062
2014-09-01,same_next_day,2_3,family_with_children,1216,4249,6040,372,0.0875500117674747,0.06225165562913907,0.016129032258064516,0.1946340315368322,378,1547,436,0.28183581124757595
2014-09-01,31_90,4_7,group,5349,23753,36923,907,0.03818465035995453,0.02486255179698291,0.34509371554575524,0.1334989264513956,1220,8739,1180,0.13502689094862114
2014-09-01,same_next_day,4_7,couple,2351,7045,10393,613,0.08701206529453513,0.059559318772250555,0.0766721044045677,0.19276082327892122,660,2967,859,0.2895180316818335
2014-09-01,same_next_day,4_7,group,356,1176,1809,147,0.125,0.08181315644002211,0.034013605442176874,0.141156462585034,152,451,194,0.43015521064301554
2014-09-01,91_plus,1,family_with_children,3579,15935,21971,1310,0.08220897395669909,0.06121705885030267,0.011450381679389313,0.1433950423595858,1325,5474,1283,0.23438070880526124
2014-09-01,8_30,4_7,group,3160,13577,20760,627,0.046181041467187156,0.030491329479768785,0.18819776714513556,0.12160271046622965,745,4953,855,0.17262265293761356
2014-09-01,8_30,8_14,solo,1921,6142,8906,392,0.0638228590035819,0.04457668987199641,0.2423469387755102,0.07619667860631717,487,2657,554,0.20850583364697026
2014-09-01,same_next_day,1,family_with_children,2379,8248,11552,1055,0.127909796314258,0.09193213296398892,0.0009478672985781991,0.2710960232783705,1056,3032,1102,0.3634564643799472
2014-09-01,31_90,8_14,family_with_children,1652,7583,12311,178,0.02347355927733087,0.014945983266996995,0.47191011235955055,0.14005011209283924,262,2793,244,0.08736126029359112
2014-09-01,31_90,1,group,3944,14904,20117,1382,0.09272678475577026,0.06939404483769945,0.016642547033285094,0.10493827160493827,1405,5505,1506,0.2735694822888283
2014-09-01,31_90,15_plus,family_with_children,195,646,942,12,0.018575851393188854,0.012738853503184714,0.3333333333333333,0.17492260061919504,16,260,23,0.08846153846153847
2014-09-01,91_plus,15_plus,couple,1257,4200,6327,58,0.01380952380952381,0.009167061798640746,0.29310344827586204,0.15261904761904763,75,1790,125,0.06983240223463687
2014-09-01,8_30,8_14,group,384,1202,1662,38,0.03161397670549085,0.024067388688327317,0.13157894736842105,0.1314475873544093,43,537,63,0.11731843575418995
2014-09-01,2_7,8_14,family_with_children,195,673,953,24,0.03566121842496285,0.025183630640083946,0.125,0.15601783060921248,27,256,33,0.12890625
2014-09-01,same_next_day,8_14,family_with_children,42,116,155,4,0.034482758620689655,0.025806451612903226,0.0,0.25,4,53,5,0.09433962264150944
2014-09-01,91_plus,15_plus,solo,405,1235,2004,20,0.016194331983805668,0.011477045908183632,0.5,0.09149797570850203,30,538,40,0.07434944237918216
2014-09-01,8_30,15_plus,family_with_children,87,212,275,6,0.02830188679245283,0.025454545454545455,0.0,0.2028301886792453,6,109,16,0.14678899082568808
2014-09-01,91_plus,15_plus,group,169,463,666,5,0.01079913606911447,0.009009009009009009,0.4,0.13174946004319654,7,205,12,0.05853658536585366
2014-09-01,2_7,15_plus,family_with_children,39,110,145,5,0.045454545454545456,0.034482758620689655,0.0,0.1,5,50,7,0.14
2013-06-01,8_30,2_3,couple,15151,54048,92796,4147,0.07672809354647721,0.04540066382171645,0.17193151675910295,0.13426953818827708,4860,21455,5146,0.23985085061757166
2013-06-01,same_next_day,2_3,family_with_children,1982,6083,10467,834,0.13710340292618772,0.08072991306009362,0.009592326139088728,0.18674995890185764,842,2407,923,0.3834648940589946
2013-06-01,2_7,1,couple,8820,25826,42671,3463,0.13408967706961977,0.08221040050619859,0.01645971700837424,0.13137923023309842,3520,10872,4075,0.3748160412067697
2013-06-01,91_plus,2_3,couple,6390,23564,41145,1352,0.057375657783058906,0.03344270263701543,0.2485207100591716,0.12697334917671024,1688,9318,1561,0.16752522000429276
2013-06-01,same_next_day,1,solo,4927,13334,20473,3115,0.2336133193340333,0.15307966590143116,0.020224719101123594,0.13799310034498274,3178,6329,3357,0.5304155474798546
2013-06-01,8_30,1,group,2080,7444,12898,829,0.111364857603439,0.06466118778105133,0.020506634499396863,0.10746910263299302,846,2788,970,0.3479196556671449
2013-06-01,8_30,1,couple,10556,33811,56512,4026,0.11907367424802578,0.0720554926387316,0.01763537009438649,0.1075389666085002,4097,13887,4666,0.33599769568661336
2013-06-01,31_90,4_7,couple,12254,51588,92167,2486,0.04818950143444212,0.027352523137348508,0.5450522928399034,0.1415057765371792,3841,19275,2937,0.15237354085603114
2013-06-01,2_7,4_7,couple,2930,9308,16053,645,0.06929522990975505,0.04061546128449511,0.3364341085271318,0.12999570262140095,862,3937,887,0.2252984505969012
2013-06-01,31_90,1,solo,2893,9106,15707,1127,0.12376455084559632,0.07219710956898198,0.062111801242236024,0.07193059521194817,1197,3800,1217,0.32026315789473686
2013-06-01,91_plus,1,solo,917,2584,4478,269,0.10410216718266253,0.0611880303707012,0.10408921933085502,0.07275541795665634,297,1165,298,0.255793991416309
2013-06-01,91_plus,4_7,family_with_children,4269,16434,28892,663,0.040343190945600585,0.023466703585767686,0.31070889894419307,0.14378727029329438,869,6405,750,0.117096018735363
2013-06-01,8_30,4_7,couple,8675,33597,58763,1816,0.05405244515879394,0.03129520276364379,0.4774229074889868,0.14447718546298777,2683,12894,2307,0.17892042810609585
2013-06-01,2_7,2_3,couple,7743,23853,40373,2215,0.09286043684232591,0.05553216258390509,0.10474040632054175,0.14396511969144343,2447,10040,2876,0.2864541832669323
2013-06-01,8_30,1,solo,5613,15991,25832,2799,0.175035957726221,0.10959275317435739,0.09467667023937121,0.0602839096992058,3064,7123,2977,0.4179418784220132
2013-06-01,31_90,2_3,family_with_children,9406,41993,75418,3198,0.07615554973447955,0.043199236256596565,0.05503439649781113,0.11761484056866621,3374,14178,3347,0.23606996755536747
2013-06-01,same_next_day,1,group,868,2613,4457,449,0.17183314198239572,0.10096477451200359,0.0022271714922048997,0.2269422120168389,450,1088,534,0.49080882352941174
2013-06-01,2_7,1,solo,6072,16895,26518,3487,0.2063924237940219,0.1329285768157478,0.07198164611413822,0.090500147972773,3738,7573,3712,0.4901624191205599
2013-06-01,8_30,2_3,solo,6695,21293,36049,2735,0.12844596815854975,0.07667341673832839,0.2552102376599634,0.07983844455924483,3433,9087,3051,0.3357543743809838
2013-06-01,2_7,2_3,solo,4772,14065,23146,2307,0.16402417348027018,0.10053572971571761,0.19245773732119636,0.09598293636686811,2751,6172,2565,0.41558651976668826
2013-06-01,31_90,1,couple,7413,24837,42442,2602,0.10476305511937835,0.06248527402101692,0.0207532667179093,0.0967508153158594,2656,10062,2930,0.2911945935201749
2013-06-01,2_7,8_14,couple,428,1227,1989,50,0.040749796251018745,0.02513826043237808,0.42,0.16544417277913612,71,525,94,0.17904761904761904
2013-06-01,31_90,4_7,group,2228,9985,17830,470,0.04707060590886329,0.0266404935501963,0.4765957446808511,0.12218327491236855,694,3526,554,0.15711854792966534
2013-06-01,8_30,8_14,couple,1368,4423,7531,188,0.04250508704499208,0.0252290532465808,0.5904255319148937,0.16188107619262943,299,1904,285,0.14968487394957983
2013-06-01,91_plus,2_3,group,1316,5203,9102,286,0.05496828752642706,0.03142166556800703,0.2517482517482518,0.12819527195848548,358,1897,345,0.18186610437532946
2013-06-01,same_next_day,1,couple,6399,17699,28752,2954,0.16690208486355163,0.10333194212576516,0.0050778605280974946,0.22741397819085823,2969,7944,3578,0.45040281973816715
2013-06-01,31_90,8_14,family_with_children,1806,7454,13099,290,0.038905285752616044,0.022444461409267882,0.41724137931034483,0.1507915213308291,411,2821,363,0.12867777383906417
2013-06-01,31_90,4_7,solo,3392,11019,18766,836,0.07586895362555586,0.04492166684429287,0.49760765550239233,0.10427443506670296,1252,4735,971,0.20506863780359028
2013-06-01,8_30,4_7,group,1303,5260,9210,278,0.05285171102661597,0.03061889250814332,0.4172661870503597,0.1112167300380228,394,1956,364,0.18609406952965235
2013-06-01,91_plus,8_14,couple,2359,8791,15700,235,0.026731884882265952,0.015286624203821656,0.7319148936170212,0.1635763849391423,407,3616,315,0.08711283185840708
2013-06-01,91_plus,2_3,solo,1689,5387,9086,414,0.07685167997029886,0.04644508034338543,0.30193236714975846,0.08149248190087247,539,2307,475,0.2058951018638925
2013-06-01,31_90,1,group,1689,6188,10731,624,0.10084033613445378,0.05852203895256733,0.014423076923076924,0.1116677440206852,633,2302,703,0.3053866203301477
2013-06-01,2_7,4_7,solo,1826,5549,9340,717,0.12921247071544423,0.07858672376873661,0.25662482566248257,0.107947377905929,901,2416,853,0.3530629139072848
2013-06-01,2_7,2_3,group,1201,3970,7121,363,0.09143576826196474,0.0513972756635304,0.08264462809917356,0.1345088161209068,393,1541,492,0.3192731992212849
2013-06-01,91_plus,1,couple,2903,9864,16805,924,0.09367396593673966,0.05659030050580185,0.04220779220779221,0.11729521492295215,963,4036,1021,0.25297324083250744
2013-06-01,2_7,4_7,group,406,1423,2400,117,0.08222066057624737,0.04875,0.17094017094017094,0.1510892480674631,137,549,149,0.27140255009107467
2013-06-01,91_plus,8_14,group,315,1095,1889,31,0.028310502283105023,0.01641079936474325,0.7096774193548387,0.1278538812785388,53,432,40,0.09259259259259259
2013-06-01,8_30,8_14,group,167,595,1039,26,0.043697478991596636,0.025024061597690085,0.3076923076923077,0.11428571428571428,34,235,35,0.14893617021276595
2013-06-01,8_30,2_3,group,2624,10211,18057,800,0.07834688081480756,0.04485794982555242,0.125,0.11614925080795221,900,3714,989,0.26628971459343026
2013-06-01,8_30,4_7,solo,3702,12227,20547,1208,0.09879774270058068,0.05937606463230642,0.40480132450331124,0.102478122188599,1697,5215,1409,0.2701821668264621
2013-06-01,same_next_day,4_7,family_with_children,542,1643,2880,160,0.09738283627510651,0.05659722222222222,0.0375,0.18015824710894704,166,646,198,0.3065015479876161
2013-06-01,91_plus,15_plus,family_with_children,167,477,770,10,0.020964360587002098,0.012987012987012988,0.1,0.14046121593291405,11,222,18,0.08108108108108109
2013-06-01,2_7,1,group,1388,4333,7386,589,0.13593353334871913,0.08028702951529922,0.006791171477079796,0.1308562197092084,593,1721,688,0.399767576990122
2013-06-01,91_plus,1,group,528,1892,3154,169,0.08932346723044397,0.05421686746987952,0.047337278106508875,0.11046511627906977,177,713,187,0.26227208976157085
2013-06-01,8_30,15_plus,family_with_children,246,687,1142,23,0.033478893740902474,0.021015761821366025,0.08695652173913043,0.09898107714701601,25,323,47,0.14551083591331268
2013-06-01,2_7,8_14,solo,293,774,1280,91,0.11757105943152454,0.07265625,0.26373626373626374,0.07493540051679587,115,372,123,0.33064516129032256
2013-06-01,8_30,8_14,solo,657,2207,3844,149,0.06751246035342093,0.03902185223725286,0.35570469798657717,0.08699592206615316,202,920,197,0.2141304347826087
2013-06-01,91_plus,8_14,solo,526,1654,2864,50,0.030229746070133012,0.017458100558659217,0.7,0.11185006045949214,85,703,65,0.09246088193456614
2013-06-01,31_90,15_plus,family_with_children,286,943,1739,22,0.02332979851537646,0.012650948821161587,0.22727272727272727,0.12089077412513255,27,378,42,0.1111111111111111
2013-06-01,same_next_day,8_14,family_with_children,76,161,263,12,0.07453416149068323,0.053231939163498096,0.0,0.18012422360248448,12,85,21,0.24705882352941178
2013-06-01,2_7,8_14,group,65,200,332,7,0.035,0.02108433734939759,0.14285714285714285,0.29,8,85,18,0.21176470588235294
2013-06-01,2_7,15_plus,family_with_children,83,169,254,7,0.04142011834319527,0.027559055118110236,0.14285714285714285,0.11834319526627218,8,96,22,0.22916666666666666
2013-07-01,same_next_day,2_3,family_with_children,2455,7842,13821,901,0.11489415965314971,0.06548006656537153,0.014428412874583796,0.20020402958428973,914,3050,1017,0.33344262295081967
2013-07-01,8_30,1,family_with_children,9123,35413,60576,4348,0.12277977014090871,0.07265253565768622,0.0052897884084636615,0.10609098353711914,4371,12591,4358,0.3461202446191724
2013-07-01,2_7,1,solo,6094,16388,25430,3357,0.20484500854283622,0.13397561934722768,0.08221626452189455,0.0832316329021235,3633,7557,3514,0.46499933836178375
2013-07-01,same_next_day,1,solo,4824,13398,20479,3097,0.23115390356769666,0.15215586698569267,0.022602518566354538,0.1477086132258546,3167,6279,3322,0.5290651377607899
2013-07-01,91_plus,2_3,couple,6309,22851,39773,1206,0.052776683733753445,0.031126643703014607,0.2595356550580431,0.13557393549516433,1519,9133,1407,0.1540567173984452
2013-07-01,31_90,1,family_with_children,4883,17445,29356,2059,0.11802808827744339,0.0718762774219921,0.0048567265662943174,0.0882774433935225,2069,6527,2110,0.3232725601348246
2013-07-01,31_90,4_7,family_with_children,6567,26953,47292,1492,0.05535561904055207,0.032056161718683925,0.22453083109919572,0.13838904760138018,1827,10288,1677,0.1630054432348367
2013-07-01,8_30,2_3,couple,16694,60443,102451,4423,0.0731763810532237,0.043835589696537856,0.1679855301831336,0.12995714971129824,5166,23973,5448,0.227255662620448
2013-07-01,2_7,4_7,family_with_children,2557,9783,17469,707,0.07226822038229581,0.04121586810922205,0.13154172560113153,0.1330880098129408,800,3630,833,0.22947658402203858
2013-07-01,8_30,4_7,family_with_children,7679,36412,65549,2027,0.05566846094694057,0.03153366184076035,0.27429699062654167,0.1368230253762496,2583,12897,2304,0.17864619678995114
2013-07-01,2_7,2_3,couple,8642,27133,45565,2399,0.08841631961080602,0.05308899374519917,0.11713213839099625,0.14745881399034386,2680,11250,3119,0.27724444444444446
2013-07-01,2_7,8_14,family_with_children,418,1329,2275,90,0.06772009029345373,0.04131868131868132,0.2222222222222222,0.10158013544018059,110,587,128,0.21805792163543442
2013-07-01,91_plus,4_7,family_with_children,5124,21470,37607,771,0.03591057289240801,0.021325817002153854,0.3009079118028534,0.14932463903120632,1003,8140,841,0.10331695331695331
2013-07-01,same_next_day,1,couple,6983,19938,31875,3235,0.16225298425117865,0.10208627450980393,0.002472952086553323,0.24686528237536362,3243,8953,3813,0.42589076287278005
2013-07-01,8_30,2_3,group,3185,12410,21583,919,0.07405318291700241,0.042811471991845436,0.1251360174102285,0.11192586623690572,1034,4527,1171,0.2586702010161255
2013-07-01,same_next_day,4_7,couple,991,2731,4473,231,0.08458440131819846,0.052537446903644085,0.12554112554112554,0.21384108385206885,260,1220,345,0.2827868852459016
2013-07-01,2_7,1,couple,10099,29454,48250,3903,0.1325117131798737,0.08186528497409326,0.013066871637202153,0.1420180620628777,3954,12569,4488,0.3570689792346249
2013-07-01,8_30,2_3,solo,7257,22877,37255,2892,0.12641517681514183,0.07870084552409072,0.26175656984785617,0.09249464527691569,3649,9778,3213,0.32859480466353036
2013-07-01,31_90,2_3,family_with_children,8240,31758,55903,2535,0.07982240695257888,0.046705901293311626,0.055226824457593686,0.10463505258517539,2675,11571,2675,0.23118140178031285
2013-07-01,2_7,2_3,solo,4785,13852,21951,2236,0.16142073346809124,0.10300214113252244,0.1851520572450805,0.09478775628068149,2650,6195,2521,0.4069410815173527
2013-07-01,91_plus,2_3,solo,1709,5557,9568,379,0.06820226741047328,0.0399247491638796,0.29815303430079154,0.08367824365664928,492,2363,463,0.19593736775285653
2013-07-01,8_30,8_14,solo,722,2094,3500,149,0.07115568290353391,0.04285714285714286,0.33557046979865773,0.08166189111747851,199,945,192,0.20317460317460317
2013-07-01,91_plus,8_14,couple,2523,9045,16396,223,0.024654505251520176,0.014027811661380825,0.6995515695067265,0.1730237700386954,379,3785,295,0.07793923381770146
2013-07-01,31_90,8_14,family_with_children,1251,4367,7541,160,0.03663842454774445,0.021615170401803475,0.29375,0.11151820471719716,207,1803,225,0.12479201331114809
2013-07-01,8_30,15_plus,family_with_children,242,697,1114,15,0.021520803443328552,0.013464991023339317,0.26666666666666666,0.1563845050215208,19,337,47,0.1394658753709199
2013-07-01,91_plus,8_14,group,404,1252,2244,26,0.020766773162939296,0.011586452762923352,0.5769230769230769,0.12060702875399361,41,569,39,0.06854130052724078
2013-07-01,2_7,2_3,group,1316,4334,7388,397,0.09160129210890632,0.05414185165132648,0.07052896725440806,0.1335948315643747,425,1700,511,0.30058823529411766
2013-07-01,2_7,1,group,1651,5119,8603,687,0.13420589958976362,0.08008834127629896,0.00727802037845706,0.13518265286188708,692,2031,825,0.40620384047267355
2013-07-01,2_7,15_plus,group,19,28,40,1,0.03571428571428571,0.025,0.0,0.07142857142857142,1,20,4,0.2
2013-07-01,8_30,8_14,couple,1624,5774,9921,228,0.03948735711811569,0.023082350569499043,0.5043859649122807,0.13699341877381366,343,2362,331,0.1401354784081287
2013-07-01,31_90,15_plus,couple,461,1114,1909,19,0.017055655296229804,0.00995285489785228,0.3157894736842105,0.10053859964093358,25,563,66,0.1172291296625222
2013-11-01,91_plus,2_3,family_with_children,2813,10545,14760,832,0.07889995258416312,0.058265582655826556,0.06610576923076923,0.11019440493124703,887,4127,825,0.19990307729585655
2013-11-01,2_7,2_3,couple,6860,20701,29024,2293,0.11076759576832038,0.07996830209481808,0.10117749672917575,0.1428916477464857,2525,8773,2827,0.32223868688020063
2013-11-01,same_next_day,1,couple,5461,15116,19897,2871,0.1899311987298227,0.14479569784389607,0.00557297109021247,0.22393490341360148,2887,6694,3187,0.4760979982073499
2013-11-01,8_30,1,couple,10148,29706,39350,3832,0.12899750892075676,0.09923761118170267,0.032359081419624215,0.11657577593752104,3956,12778,4386,0.3432462044138363
2013-11-01,same_next_day,1,solo,4549,12459,15596,2992,0.2401476844048479,0.19286996665811745,0.02038770053475936,0.13074885624849505,3053,5749,3181,0.5533136197599583
2013-11-01,91_plus,8_14,family_with_children,1386,5558,8715,152,0.02734796689456639,0.017670682730923693,0.5789473684210527,0.17434328895286075,240,2257,195,0.08639787328311918
2013-11-01,91_plus,4_7,group,1782,6655,11103,268,0.04027047332832457,0.02458794920291813,0.5111940298507462,0.11810668670172803,405,2619,323,0.1233295150820924
2013-11-01,same_next_day,2_3,couple,2794,7634,10871,1044,0.13675661514278228,0.09667923834053904,0.04118773946360153,0.18116321718627193,1087,3343,1298,0.3882740053843853
2013-11-01,8_30,1,solo,6147,17116,21834,3309,0.1933278803458752,0.15384263075936613,0.1242067089755213,0.06695489600373919,3720,7751,3503,0.4519416849438782
2013-11-01,2_7,4_7,solo,2076,6102,8531,822,0.13470993117010815,0.0981127652092369,0.2518248175182482,0.07554900032776139,1029,2680,983,0.3667910447761194
2013-11-01,31_90,4_7,couple,13215,52767,83229,2514,0.04764341349707203,0.030662389311417897,0.5425616547334925,0.1429870942066064,3878,20721,3076,0.14844843395589016
2013-11-01,2_7,1,family_with_children,2814,8129,10985,1334,0.16410382580883257,0.12325898953117888,0.005247376311844078,0.1408537335465617,1341,3396,1391,0.4095995288574794
2013-11-01,31_90,1,solo,2466,6928,8723,903,0.1303406466512702,0.10455118651839963,0.08416389811738649,0.08819284064665127,979,3097,1000,0.32289312237649337
2013-11-01,same_next_day,2_3,solo,2267,6206,8379,1199,0.19320012890750887,0.14381191072920396,0.08423686405337781,0.1190783113116339,1300,2846,1369,0.48102600140548135
2013-11-01,31_90,4_7,solo,3664,11903,17627,870,0.07309081744098127,0.05026379985249901,0.5022988505747127,0.10182306981433252,1307,5196,1017,0.19572748267898382
2013-11-01,2_7,4_7,couple,2672,7805,11311,668,0.08558616271620756,0.059234373618601364,0.25449101796407186,0.11838565022421525,838,3475,888,0.25553956834532376
2013-11-01,91_plus,1,family_with_children,1456,4834,6356,575,0.11894911046752173,0.09125235997482693,0.008695652173913044,0.08833264377327266,580,1934,559,0.2890382626680455
2013-11-01,31_90,1,couple,6382,20454,27311,2163,0.10574948665297741,0.08113946761378199,0.03421174294960703,0.1234966265767087,2237,8379,2444,0.2916815849146676
2013-11-01,91_plus,4_7,couple,9150,36790,60687,1321,0.0359064963305246,0.022459505330630944,0.6305828917486752,0.15729817885294917,2154,14566,1541,0.10579431552931484
2013-11-01,2_7,2_3,solo,5284,15037,19850,2604,0.17317284032719293,0.13279596977329974,0.18087557603686635,0.07122431336037774,3075,6799,2939,0.4322694513899103
2013-11-01,31_90,2_3,family_with_children,5091,20254,29106,1607,0.07934235212797472,0.05675805675805676,0.09583074051026758,0.1121753727658734,1761,7416,1716,0.2313915857605178
2013-11-01,31_90,8_14,family_with_children,1318,5889,9252,196,0.03328239089828494,0.02172503242542153,0.41836734693877553,0.174053319748684,278,2198,256,0.1164695177434031
2013-11-01,31_90,4_7,group,2353,10062,16374,480,0.04770423375074538,0.029620129473555638,0.4583333333333333,0.1174716756112105,700,3701,615,0.16617130505268846
2013-11-01,same_next_day,1,group,677,1800,2522,358,0.1988888888888889,0.14195083267248215,0.0,0.22,358,809,425,0.5253399258343634
2013-11-01,31_90,1,group,1319,4808,6562,508,0.10565723793677205,0.07817738494361476,0.021653543307086614,0.0834026622296173,519,1807,577,0.3193137797454344
2013-11-01,8_30,2_3,family_with_children,4683,16833,24366,1707,0.10140794867225093,0.07112369695477304,0.062097246631517285,0.13360660607140734,1813,6442,1815,0.2817447997516299
2013-11-01,8_30,4_7,family_with_children,3067,12276,19260,791,0.06443466927337894,0.041848390446521284,0.2920353982300885,0.11852394916911047,1022,4573,902,0.19724469713535972
2013-11-01,8_30,8_14,couple,1318,4024,6112,174,0.04324055666003976,0.028632198952879582,0.5344827586206896,0.12077534791252485,267,1763,285,0.16165626772546796
2013-11-01,8_30,1,group,1564,5039,6951,623,0.12363564199245883,0.09034671270320817,0.012841091492776886,0.09089104981147053,631,2010,748,0.37213930348258706
2013-11-01,2_7,2_3,group,985,3099,4359,362,0.11681187479832204,0.08396421197522368,0.06353591160220995,0.09745079057760568,385,1205,452,0.375103734439834
2013-11-01,8_30,8_14,solo,696,2210,3281,149,0.067420814479638,0.04632733922584578,0.3691275167785235,0.10135746606334842,204,962,208,0.21621621621621623
2013-11-01,same_next_day,4_7,solo,657,1804,2469,294,0.1629711751662971,0.12069663831510732,0.1054421768707483,0.13248337028824833,325,812,389,0.479064039408867
2013-11-01,91_plus,4_7,solo,2200,6989,10243,344,0.04922020317642009,0.033876793908034754,0.5377906976744186,0.11260552296465876,529,3079,416,0.13510880155894772
2013-11-01,2_7,8_14,couple,429,1049,1502,63,0.06005719733079123,0.041944074567243674,0.2222222222222222,0.13536701620591038,77,527,116,0.22011385199240988
2013-11-01,91_plus,15_plus,family_with_children,204,651,904,18,0.027649769585253458,0.02101769911504425,0.16666666666666666,0.20276497695852536,21,265,30,0.11320754716981132
2013-11-01,2_7,8_14,solo,334,987,1384,102,0.1033434650455927,0.07442196531791907,0.3333333333333333,0.08915906788247213,136,462,133,0.2878787878787879
2013-11-01,same_next_day,2_3,group,353,983,1351,156,0.15869786368260427,0.1154700222057735,0.02564102564102564,0.16276703967446593,160,422,197,0.466824644549763
2013-11-01,31_90,15_plus,couple,454,1317,1814,25,0.018982536066818528,0.013781697905181918,0.4,0.1404707668944571,35,621,76,0.12238325281803543
2013-11-01,2_7,4_7,group,335,993,1460,91,0.09164149043303121,0.06232876712328767,0.10989010989010989,0.10171198388721048,101,441,114,0.2585034013605442
2013-11-01,same_next_day,8_14,family_with_children,27,60,76,9,0.15,0.11842105263157894,0.0,0.23333333333333334,9,29,11,0.3793103448275862
2013-11-01,same_next_day,4_7,couple,768,2071,2972,238,0.11492032834379527,0.08109017496635262,0.09243697478991597,0.1540318686624819,260,920,336,0.3652173913043478
2013-11-01,8_30,8_14,group,144,510,808,22,0.043137254901960784,0.027227722772277228,0.22727272727272727,0.09411764705882353,27,200,32,0.16
2013-11-01,31_90,15_plus,solo,220,599,907,17,0.028380634390651086,0.018743109151047408,0.17647058823529413,0.08514190317195326,20,271,28,0.1033210332103321
2013-11-01,8_30,15_plus,family_with_children,117,212,299,9,0.04245283018867924,0.03678929765886288,0.0,0.05188679245283019,9,128,26,0.203125
2013-11-01,2_7,15_plus,family_with_children,52,98,126,6,0.061224489795918366,0.047619047619047616,0.0,0.05102040816326531,6,57,10,0.17543859649122806
2013-11-01,same_next_day,4_7,group,101,310,450,42,0.13548387096774195,0.09333333333333334,0.0,0.11612903225806452,42,115,54,0.46956521739130436
2013-11-01,same_next_day,15_plus,solo,43,76,96,3,0.039473684210526314,0.03125,0.0,0.05263157894736842,3,48,12,0.25
2013-11-01,31_90,15_plus,group,41,116,161,2,0.017241379310344827,0.012422360248447204,0.0,0.1810344827586207,2,47,3,0.06382978723404255
2013-12-01,8_30,2_3,couple,13744,49055,69434,3925,0.08001223116909591,0.05746464268225941,0.2002547770700637,0.13609214147385587,4711,19209,4748,0.24717580300900618
2013-12-01,31_90,8_14,couple,2326,8268,13097,294,0.03555878084179971,0.02267694891959991,0.6292517006802721,0.13933236574746008,479,3559,410,0.11520089912896882
2013-12-01,8_30,4_7,couple,10099,38022,57674,2124,0.05586239545526274,0.03726115754065957,0.4839924670433145,0.1431539634948188,3152,14995,2652,0.1768589529843281
2013-12-01,2_7,2_3,couple,7088,22465,31618,2148,0.09561540173603383,0.06863179201720539,0.11173184357541899,0.15975962608502114,2388,9186,2663,0.2898976703679512
2013-12-01,8_30,1,solo,4908,14071,18044,2479,0.17617795465851752,0.1391044114387054,0.10891488503428802,0.06993106389027078,2749,6172,2666,0.43195074530136096
2013-12-01,8_30,4_7,group,1658,6603,10134,345,0.052248977737392094,0.03414249062561674,0.39420289855072466,0.10586097228532486,481,2485,435,0.1750503018108652
2013-12-01,31_90,1,couple,5008,14706,19390,1700,0.11559907520739834,0.08994326972666322,0.04411764705882353,0.11464708282333741,1775,6313,1876,0.2971645810232853
2013-12-01,8_30,1,couple,10570,32262,42729,3855,0.11949042216849544,0.09202181188420043,0.023865110246433202,0.13055607215919657,3947,13435,4419,0.3289170078154075
2013-12-01,8_30,2_3,solo,5969,18861,25833,2498,0.13244260643656222,0.09789803739403088,0.2722177742193755,0.09596521923545942,3178,8072,2772,0.3434093161546085
2013-12-01,8_30,15_plus,solo,205,590,809,34,0.0576271186440678,0.042027194066749075,0.38235294117647056,0.10677966101694915,47,277,56,0.20216606498194944
2013-12-01,31_90,1,solo,2293,6308,7950,986,0.15630944831959417,0.12553459119496854,0.10953346855983773,0.0719720989220038,1094,2849,1024,0.3594243594243594
2013-12-01,31_90,4_7,family_with_children,4095,16748,27166,912,0.054454263195605444,0.034123536773908565,0.3815789473684211,0.13237401480773825,1260,6435,1018,0.1581973581973582
2013-12-01,8_30,8_14,couple,1605,5252,7928,206,0.039223153084539226,0.026236125126135216,0.4563106796116505,0.1431835491241432,300,2307,322,0.13957520589510186
2013-12-01,31_90,2_3,couple,10610,37117,54745,2642,0.07118032168548105,0.04906384144670746,0.3080999242997729,0.1376727645014414,3456,14828,3108,0.20960345292689506
2013-12-01,same_next_day,2_3,group,444,1402,2025,174,0.12410841654778887,0.08641975308641975,0.04597701149425287,0.1340941512125535,182,545,230,0.42201834862385323
2013-12-01,2_7,1,family_with_children,3724,12223,16975,1667,0.13638223022171317,0.09961708394698085,0.00599880023995201,0.179661294281273,1677,4626,1742,0.3765672287073065
2013-12-01,31_90,8_14,solo,764,2342,3516,148,0.0631938514090521,0.042377701934015924,0.527027027027027,0.1251067463706234,226,1060,190,0.1792452830188679
