year_month,is_package,lead_time_bucket,stay_length_bucket,party_segment,channel,is_mobile,users,events,weighted_events,bookings,weighted_bookings,booking_row_rate,booking_weighted_event_rate,booking_value_proxy_total
2014/12/01,"0",same_next_day,"1",family_with_children,"2","1","546","1194","1725","66","67",0.0552763819095477,0.0388405797101449,"66"
2014/12/01,"1",31_90,8_14,solo,"0","0","180","629","970","17","17",0.027027027027027,0.0175257731958763,"34"
2014/12/01,"0",91_plus,4_7,family_with_children,"0","1","181","610","781","14","14",0.0229508196721311,0.0179257362355954,"14"
2014/12/01,"0",same_next_day,"1",family_with_children,"0","0","432","1507","2218","167","169",0.110816191108162,0.0761947700631199,"167"
2014/12/01,"0",8_30,"1",group,"3","0","305","995","1435","103","103",0.103517587939698,0.0717770034843206,"103"
2014/12/01,"1",31_90,"1",family_with_children,"9","0","222","403","653","11","11",0.0272952853598015,0.0168453292496172,"22"
2014/12/01,"0",91_plus,"1",group,"5","0","387","1420","1949","164","169",0.115492957746479,0.0867111339148281,"164"
2014/12/01,"1",31_90,8_14,couple,"1","1","108","405","672","2","2",0.00493827160493827,0.00297619047619048,"4"
2014/12/01,"0",2_7,2_3,couple,"7","1","48","94","125","3","3",0.0319148936170213,0.024,"3"
2014/12/01,"1",31_90,2_3,family_with_children,"4","0","39","120","221","9","9",0.075,0.0407239819004525,"18"
2014/12/01,"1",2_7,4_7,couple,"3","0","128","375","533","12","12",0.032,0.0225140712945591,"24"
2014/12/01,"1",91_plus,4_7,family_with_children,"1","1","254","894","1437","3","3",0.00335570469798658,0.00208768267223382,"6"
2014/12/01,"0",91_plus,4_7,couple,"7","0","206","628","813","12","13",0.0191082802547771,0.015990159901599,"12"
2014/12/01,"0",2_7,8_14,couple,"0","0","111","244","334","13","13",0.0532786885245902,0.0389221556886228,"13"
2014/12/01,"1",31_90,4_7,couple,"3","0","609","1753","2583","37","38",0.0211066742726754,0.0147115756871854,"74"
2014/12/01,"1",8_30,"1",couple,"3","0","139","217","287","1","1",0.00460829493087558,0.00348432055749129,"2"
2014/12/01,"0",same_next_day,"1",solo,"0","1","380","917","1229","175","176",0.190839694656489,0.143205858421481,"175"
2014/12/01,"0",8_30,4_7,family_with_children,"4","0","81","287","413","26","26",0.0905923344947735,0.062953995157385,"26"
2014/12/01,"1",91_plus,8_14,solo,"2","0","150","430","626","4","4",0.00930232558139535,0.00638977635782748,"8"
2014/12/01,"0",8_30,"1",group,"2","1","219","531","717","38","38",0.0715630885122411,0.0529986052998605,"38"
2014/12/01,"1",8_30,8_14,family_with_children,"0","0","91","247","391","1","1",0.00404858299595142,0.00255754475703325,"2"
2014/12/01,"0",91_plus,"1",solo,"9","1","98","241","307","12","12",0.0497925311203319,0.0390879478827362,"12"
2014/12/01,"0",91_plus,"1",family_with_children,"2","1","107","286","395","25","25",0.0874125874125874,0.0632911392405063,"25"
2014/12/01,"0",91_plus,2_3,solo,"0","0","443","1674","2036","106","117",0.0633213859020311,0.0574656188605108,"106"
2014/12/01,"0",8_30,4_7,couple,"3","1","223","567","856","22","22",0.0388007054673721,0.0257009345794393,"22"
2014/12/01,"0",31_90,15_plus,solo,"9","1","28","69","84","4","4",0.0579710144927536,0.0476190476190476,"4"
2014/12/01,"0",2_7,"1",couple,"1","1","913","2383","3309","216","217",0.0906420478388586,0.0655787246902387,"216"
2014/12/01,"0",same_next_day,2_3,group,"4","0","34","124","201","18","18",0.145161290322581,0.0895522388059701,"18"
2014/12/01,"0",31_90,"1",couple,"8","0","24","49","54","8","8",0.163265306122449,0.148148148148148,"8"
2014/12/01,"1",91_plus,"1",couple,"9","1","122","247","358","1","1",0.00404858299595142,0.00279329608938547,"2"
2014/12/01,"1",91_plus,8_14,solo,"0","0","136","398","624","5","5",0.0125628140703518,0.00801282051282051,"10"
2014/12/01,"0",8_30,4_7,couple,"7","0","255","743","1005","23","24",0.0309555854643338,0.0238805970149254,"23"
2014/12/01,"0",91_plus,"1",solo,"5","0","289","789","1026","103","108",0.130544993662864,0.105263157894737,"103"
2014/12/01,"0",91_plus,15_plus,couple,"2","0","84","216","262","1","1",0.00462962962962963,0.00381679389312977,"1"
2014/12/01,"0",same_next_day,15_plus,solo,"2","0","5","11","15","1","1",0.0909090909090909,0.0666666666666667,"1"
2014/12/01,"0",same_next_day,2_3,couple,"8","1","9","40","54","3","3",0.075,0.0555555555555556,"3"
2014/12/01,"0",8_30,15_plus,family_with_children,"9","0","55","171","225","4","4",0.0233918128654971,0.0177777777777778,"4"
2014/12/01,"0",91_plus,2_3,group,"2","1","147","517","696","29","30",0.0560928433268859,0.0431034482758621,"29"
2014/12/01,"0",8_30,8_14,group,"2","1","11","22","28","0","0",0,0,"0"
2014/12/01,"1",91_plus,"1",group,"0","1","9","32","81","0","0",0,0,"0"
2014/12/01,"1",2_7,8_14,couple,"2","1","10","14","20","0","0",0,0,"0"
2014/12/01,"0",2_7,"1",couple,"8","1","19","81","111","3","3",0.037037037037037,0.027027027027027,"3"
2014/12/01,"1",31_90,8_14,family_with_children,"9","1","108","473","799","6","6",0.0126849894291755,0.00750938673341677,"12"
2014/12/01,"1",31_90,2_3,solo,"2","1","126","253","362","2","2",0.00790513833992095,0.00552486187845304,"4"
2014/12/01,"1",91_plus,2_3,family_with_children,"5","0","155","313","459","5","5",0.0159744408945687,0.0108932461873638,"10"
2014/12/01,"0",91_plus,"1",solo,"2","1","39","106","141","6","6",0.0566037735849057,0.0425531914893617,"6"
2014/12/01,"1",8_30,15_plus,family_with_children,"9","0","28","109","170","2","2",0.018348623853211,0.0117647058823529,"4"
2014/12/01,"0",same_next_day,15_plus,couple,"0","0","8","11","14","0","0",0,0,"0"
2014/12/01,"0",8_30,8_14,couple,"3","0","260","658","907","25","25",0.0379939209726444,0.0275633958103638,"25"
2014/12/01,"0",31_90,8_14,solo,"0","0","142","452","527","14","14",0.0309734513274336,0.0265654648956357,"14"
2014/12/01,"1",91_plus,8_14,family_with_children,"2","1","56","202","303","1","1",0.00495049504950495,0.0033003300330033,"2"
2014/12/01,"0",2_7,8_14,couple,"7","0","13","40","56","0","0",0,0,"0"
2014/12/01,"0",91_plus,8_14,solo,"1","0","84","252","295","9","9",0.0357142857142857,0.0305084745762712,"9"
2014/12/01,"0",31_90,"1",group,"0","1","46","147","217","12","12",0.0816326530612245,0.0552995391705069,"12"
2014/12/01,"0",2_7,15_plus,couple,"9","0","96","198","240","9","9",0.0454545454545455,0.0375,"9"
2014/12/01,"0",same_next_day,"1",group,"2","1","222","400","571","30","30",0.075,0.0525394045534151,"30"
2014/12/01,"0",same_next_day,4_7,solo,"0","1","29","60","80","10","10",0.166666666666667,0.125,"10"
2014/12/01,"1",2_7,"1",solo,"3","0","52","84","116","4","4",0.0476190476190476,0.0344827586206897,"8"
2014/12/01,"0",31_90,2_3,solo,"8","0","22","61","84","8","8",0.131147540983607,0.0952380952380952,"8"
2014/12/01,"1",91_plus,"1",couple,"2","0","154","232","367","0","0",0,0,"0"
2014/12/01,"1",same_next_day,8_14,couple,"9","0","59","128","179","2","2",0.015625,0.0111731843575419,"4"
2014/12/01,"0",31_90,8_14,couple,"0","1","93","261","335","3","3",0.0114942528735632,0.00895522388059702,"3"
2014/12/01,"1",91_plus,"1",group,"5","0","65","94","117","1","1",0.0106382978723404,0.00854700854700855,"2"
2014/12/01,"0",31_90,"1",couple,"7","0","183","633","851","36","37",0.0568720379146919,0.0434782608695652,"36"
2014/12/01,"0",31_90,4_7,family_with_children,"5","0","654","2120","2973","100","104",0.0471698113207547,0.0349815001681803,"100"
2014/12/01,"0",8_30,2_3,solo,"5","1","15","39","54","3","3",0.0769230769230769,0.0555555555555556,"3"
2014/12/01,"1",31_90,"1",solo,"1","0","96","145","231","7","7",0.0482758620689655,0.0303030303030303,"14"
2014/12/01,"1",91_plus,2_3,group,"1","0","169","480","816","14","15",0.0291666666666667,0.0183823529411765,"28"
2014/12/01,"1",8_30,8_14,family_with_children,"5","0","87","186","290","0","0",0,0,"0"
2014/12/01,"1",31_90,4_7,group,"5","0","230","480","774","15","15",0.03125,0.0193798449612403,"30"
2014/12/01,"0",same_next_day,4_7,family_with_children,"1","1","21","61","93","3","4",0.0491803278688525,0.043010752688172,"3"
2014/12/01,"1",31_90,2_3,group,"5","0","183","383","562","16","16",0.0417754569190601,0.0284697508896797,"32"
2014/12/01,"0",same_next_day,"1",solo,"5","0","597","1692","2311","364","368",0.215130023640662,0.159238424924275,"364"
2014/12/01,"0",31_90,8_14,family_with_children,"8","0","4","15","17","1","1",0.0666666666666667,0.0588235294117647,"1"
2014/12/01,"1",2_7,4_7,group,"2","0","39","97","130","2","2",0.0206185567010309,0.0153846153846154,"4"
2014/12/01,"0",2_7,2_3,family_with_children,"1","0","544","2055","3177","107","110",0.0520681265206813,0.0346238589864652,"107"
2014/12/01,"0",8_30,8_14,group,"8","0","3","5","6","0","0",0,0,"0"
2014/12/01,"1",8_30,2_3,solo,"8","0","14","26","32","0","0",0,0,"0"
2014/12/01,"0",8_30,"1",couple,"5","1","83","219","330","34","35",0.155251141552511,0.106060606060606,"34"
2014/12/01,"0",31_90,8_14,group,"2","0","57","239","268","5","5",0.0209205020920502,0.0186567164179104,"5"
2014/12/01,"1",31_90,2_3,couple,"8","0","25","66","110","1","1",0.0151515151515152,0.00909090909090909,"2"
2014/12/01,"0",31_90,"1",group,"2","1","91","263","341","16","16",0.0608365019011407,0.0469208211143695,"16"
2014/12/01,"1",31_90,15_plus,solo,"9","1","16","25","32","1","1",0.04,0.03125,"2"
2014/12/01,"1",2_7,4_7,couple,"0","0","405","1343","2160","42","43",0.0312732688011914,0.0199074074074074,"84"
2014/12/01,"0",31_90,"1",solo,"7","0","62","202","290","16","16",0.0792079207920792,0.0551724137931034,"16"
2014/12/01,"0",91_plus,8_14,family_with_children,"9","1","130","402","557","6","6",0.0149253731343284,0.0107719928186715,"6"
2014/12/01,"1",8_30,2_3,family_with_children,"5","0","237","495","748","3","3",0.00606060606060606,0.00401069518716578,"6"
2014/12/01,"0",91_plus,2_3,solo,"5","0","459","1567","2017","152","159",0.0970006381620932,0.0788299454635597,"152"
2014/12/01,"0",same_next_day,2_3,solo,"4","1","21","47","73","13","14",0.276595744680851,0.191780821917808,"13"
2014/12/01,"1",8_30,"1",couple,"5","0","161","346","501","6","6",0.0173410404624277,0.0119760479041916,"12"
2014/12/01,"1",same_next_day,2_3,solo,"2","0","66","167","228","9","9",0.0538922155688623,0.0394736842105263,"18"
2014/12/01,"0",2_7,"1",group,"1","0","397","1236","1660","132","132",0.106796116504854,0.0795180722891566,"132"
2014/12/01,"1",2_7,8_14,solo,"1","0","17","49","66","4","4",0.0816326530612245,0.0606060606060606,"8"
2014/12/01,"0",2_7,"1",solo,"5","1","15","50","69","8","8",0.16,0.115942028985507,"8"
2014/12/01,"0",91_plus,4_7,family_with_children,"1","0","503","1772","2303","50","50",0.0282167042889391,0.0217108119843682,"50"
2014/12/01,"0",same_next_day,4_7,couple,"0","1","88","215","339","13","13",0.0604651162790698,0.0383480825958702,"13"
2014/12/01,"0",91_plus,4_7,family_with_children,"4","0","131","408","618","35","36",0.0857843137254902,0.058252427184466,"35"
2014/12/01,"1",2_7,4_7,family_with_children,"4","0","22","89","140","5","5",0.0561797752808989,0.0357142857142857,"10"
2014/12/01,"1",8_30,4_7,family_with_children,"3","0","217","529","716","10","10",0.0189035916824197,0.0139664804469274,"20"
2014/12/01,"1",91_plus,8_14,couple,"4","0","94","277","574","17","17",0.0613718411552347,0.029616724738676,"34"
2014/12/01,"0",2_7,2_3,family_with_children,"7","0","113","302","418","10","10",0.033112582781457,0.0239234449760766,"10"
2014/12/01,"1",same_next_day,"1",solo,"2","0","36","62","92","3","3",0.0483870967741935,0.0326086956521739,"6"
2014/12/01,"0",2_7,2_3,family_with_children,"5","0","440","1538","2367","105","107",0.0682704811443433,0.0452049007182087,"105"
2014/12/01,"1",8_30,2_3,group,"1","0","195","493","903","22","22",0.0446247464503043,0.0243632336655592,"44"
2014/12/01,"1",31_90,4_7,family_with_children,"3","0","178","585","829","5","5",0.00854700854700855,0.0060313630880579,"10"
2014/12/01,"0",91_plus,4_7,solo,"5","0","418","1306","1745","84","85",0.0643185298621746,0.0487106017191977,"84"
2014/12/01,"0",31_90,8_14,group,"5","0","132","450","638","22","22",0.0488888888888889,0.0344827586206897,"22"
2014/12/01,"1",91_plus,15_plus,solo,"9","0","102","379","752","2","2",0.00527704485488127,0.00265957446808511,"4"
2014/12/01,"1",8_30,"1",solo,"9","1","94","168","246","13","13",0.0773809523809524,0.0528455284552846,"26"
2014/12/01,"1",8_30,15_plus,solo,"2","1","7","14","22","0","0",0,0,"0"
2014/12/01,"1",31_90,2_3,family_with_children,"7","0","23","40","62","2","2",0.05,0.032258064516129,"4"
2014/12/01,"0",31_90,"1",couple,"6","0","14","33","54","2","3",0.0606060606060606,0.0555555555555556,"2"
2014/12/01,"1",2_7,4_7,solo,"0","0","187","532","753","38","38",0.0714285714285714,0.050464807436919,"76"
2014/12/01,"0",91_plus,"1",family_with_children,"5","0","418","1560","2041","152","157",0.0974358974358974,0.0769230769230769,"152"
2014/12/01,"0",2_7,4_7,group,"5","0","216","622","947","47","47",0.0755627009646302,0.0496304118268215,"47"
2014/12/01,"1",2_7,15_plus,couple,"5","0","9","17","25","1","1",0.0588235294117647,0.04,"2"
2014/12/01,"1",91_plus,2_3,solo,"5","0","83","145","213","1","1",0.00689655172413793,0.00469483568075117,"2"
2014/12/01,"1",91_plus,8_14,couple,"7","0","59","147","181","1","1",0.00680272108843537,0.00552486187845304,"2"
2014/12/01,"0",same_next_day,4_7,couple,"3","1","24","68","102","4","4",0.0588235294117647,0.0392156862745098,"4"
2014/12/01,"1",2_7,2_3,couple,"8","0","13","51","84","1","1",0.0196078431372549,0.0119047619047619,"2"
2014/12/01,"0",2_7,8_14,solo,"3","0","17","45","62","3","3",0.0666666666666667,0.0483870967741935,"3"
2014/12/01,"0",same_next_day,2_3,group,"5","0","152","425","673","56","57",0.131764705882353,0.0846953937592868,"56"
2014/12/01,"0",same_next_day,8_14,couple,"0","0","24","40","54","5","5",0.125,0.0925925925925926,"5"
2014/12/01,"0",same_next_day,"1",group,"4","0","59","162","239","36","36",0.222222222222222,0.150627615062762,"36"
2014/12/01,"1",31_90,8_14,couple,"5","0","232","587","1039","27","28",0.0459965928449744,0.026948989412897,"54"
2014/12/01,"1",31_90,8_14,couple,"3","1","22","66","101","1","1",0.0151515151515152,0.0099009900990099,"2"
2014/12/01,"0",2_7,8_14,family_with_children,"9","0","180","580","823","18","19",0.0310344827586207,0.023086269744836,"18"
2014/12/01,"1",2_7,2_3,solo,"2","1","46","145","245","3","3",0.0206896551724138,0.0122448979591837,"6"
2014/12/01,"0",2_7,4_7,group,"0","0","176","608","826","32","32",0.0526315789473684,0.0387409200968523,"32"
2014/12/01,"1",2_7,2_3,couple,"5","0","233","469","708","22","22",0.046908315565032,0.0310734463276836,"44"
2014/12/01,"0",8_30,4_7,group,"9","1","239","812","1136","25","25",0.0307881773399015,0.0220070422535211,"25"
2014/12/01,"1",2_7,4_7,family_with_children,"0","0","193","659","1056","15","15",0.0227617602427921,0.0142045454545455,"30"
2014/12/01,"1",2_7,2_3,family_with_children,"0","0","133","329","522","8","8",0.0243161094224924,0.0153256704980843,"16"
2014/12/01,"1",same_next_day,"1",couple,"0","0","97","133","187","4","4",0.0300751879699248,0.0213903743315508,"8"
2014/12/01,"0",31_90,15_plus,couple,"3","0","54","90","108","0","0",0,0,"0"
2014/12/01,"1",2_7,"1",group,"9","0","133","218","297","9","9",0.0412844036697248,0.0303030303030303,"18"
2014/12/01,"1",2_7,2_3,couple,"3","0","117","252","374","7","7",0.0277777777777778,0.018716577540107,"14"
2014/12/01,"1",91_plus,2_3,solo,"4","0","52","113","231","8","8",0.0707964601769911,0.0346320346320346,"16"
2014/12/01,"0",91_plus,"1",group,"3","0","163","460","660","52","53",0.11304347826087,0.0803030303030303,"52"
2014/12/01,"1",2_7,"1",solo,"5","1","3","4","11","0","0",0,0,"0"
2014/12/01,"0",8_30,4_7,group,"7","0","45","135","190","6","6",0.0444444444444444,0.0315789473684211,"6"
2014/12/01,"0",2_7,4_7,couple,"7","0","72","133","165","0","0",0,0,"0"
2014/12/01,"0",2_7,4_7,family_with_children,"1","0","163","595","830","26","26",0.0436974789915966,0.0313253012048193,"26"
2014/12/01,"1",91_plus,"1",couple,"5","0","148","260","382","5","6",0.0192307692307692,0.0157068062827225,"10"
2014/12/01,"1",8_30,2_3,family_with_children,"1","0","304","799","1193","12","12",0.0150187734668335,0.0100586756077117,"24"
2014/12/01,"1",8_30,4_7,couple,"1","1","341","1157","1842","15","15",0.0129645635263613,0.00814332247557003,"30"
2014/12/01,"0",91_plus,15_plus,solo,"0","0","27","84","141","0","0",0,0,"0"
2014/12/01,"0",same_next_day,4_7,family_with_children,"9","1","119","360","562","26","28",0.0722222222222222,0.0498220640569395,"26"
2014/12/01,"0",91_plus,15_plus,family_with_children,"0","0","22","60","75","0","0",0,0,"0"
2014/12/01,"0",31_90,8_14,couple,"1","1","80","192","233","2","2",0.0104166666666667,0.00858369098712446,"2"
2014/12/01,"0",2_7,4_7,solo,"4","0","70","207","279","31","31",0.14975845410628,0.111111111111111,"31"
2014/12/01,"1",91_plus,2_3,couple,"7","1","8","29","53","1","1",0.0344827586206897,0.0188679245283019,"2"
2014/12/01,"0",8_30,2_3,solo,"4","1","21","41","61","10","11",0.24390243902439,0.180327868852459,"10"
2014/12/01,"0",31_90,4_7,solo,"7","0","72","210","259","5","5",0.0238095238095238,0.0193050193050193,"5"
2014/12/01,"1",8_30,"1",family_with_children,"5","0","83","128","167","2","2",0.015625,0.0119760479041916,"4"
2014/12/01,"1",91_plus,"1",family_with_children,"1","0","63","124","182","3","4",0.0241935483870968,0.021978021978022,"6"
2014/12/01,"1",8_30,8_14,family_with_children,"4","0","14","31","45","1","1",0.032258064516129,0.0222222222222222,"2"
2014/12/01,"1",2_7,"1",group,"0","0","29","42","61","2","2",0.0476190476190476,0.0327868852459016,"4"
2014/12/01,"0",2_7,2_3,group,"2","1","132","324","458","15","15",0.0462962962962963,0.0327510917030568,"15"
2014/12/01,"0",31_90,4_7,couple,"4","1","36","74","103","10","11",0.135135135135135,0.106796116504854,"10"
2014/12/01,"1",31_90,2_3,group,"7","0","31","85","170","4","4",0.0470588235294118,0.0235294117647059,"8"
2014/12/01,"0",same_next_day,15_plus,group,"5","0","3","4","6","0","0",0,0,"0"
2014/12/01,"1",31_90,2_3,group,"6","0","27","122","235","9","9",0.0737704918032787,0.0382978723404255,"18"
2014/12/01,"0",8_30,8_14,group,"5","0","105","274","412","14","15",0.0510948905109489,0.0364077669902913,"14"
2014/12/01,"1",8_30,"1",family_with_children,"2","0","153","253","370","1","1",0.00395256916996047,0.0027027027027027,"2"
2014/12/01,"1",2_7,"1",couple,"5","0","61","102","142","2","2",0.0196078431372549,0.0140845070422535,"4"
2014/12/01,"1",91_plus,"1",solo,"9","0","218","415","553","11","11",0.0265060240963855,0.0198915009041591,"22"
2014/12/01,"0",2_7,8_14,couple,"4","0","15","37","47","4","4",0.108108108108108,0.0851063829787234,"4"
2014/12/01,"0",8_30,8_14,family_with_children,"1","0","72","212","295","7","7",0.0330188679245283,0.023728813559322,"7"
2014/12/01,"0",2_7,4_7,family_with_children,"0","0","256","914","1255","32","32",0.0350109409190372,0.0254980079681275,"32"
2014/12/01,"1",2_7,"1",couple,"3","0","79","108","129","2","2",0.0185185185185185,0.0155038759689922,"4"
2014/12/01,"0",31_90,4_7,couple,"8","0","38","99","155","7","7",0.0707070707070707,0.0451612903225806,"7"
2014/12/01,"0",same_next_day,8_14,couple,"3","0","20","39","51","3","3",0.0769230769230769,0.0588235294117647,"3"
2014/12/01,"0",2_7,4_7,group,"7","0","17","73","92","2","2",0.0273972602739726,0.0217391304347826,"2"
2014/12/01,"0",8_30,2_3,family_with_children,"1","1","243","875","1288","43","44",0.0491428571428571,0.0341614906832298,"43"
2014/12/01,"0",91_plus,2_3,group,"7","0","42","161","222","7","8",0.0434782608695652,0.036036036036036,"7"
2014/12/01,"0",8_30,15_plus,family_with_children,"2","0","13","30","37","0","0",0,0,"0"
2014/12/01,"1",8_30,2_3,couple,"7","0","157","362","509","4","4",0.0110497237569061,0.00785854616895874,"8"
2014/12/01,"1",2_7,"1",family_with_children,"9","0","152","224","306","3","3",0.0133928571428571,0.00980392156862745,"6"
2014/12/01,"1",31_90,8_14,solo,"5","0","39","80","125","7","7",0.0875,0.056,"14"
2014/12/01,"0",31_90,8_14,group,"1","0","41","97","121","6","6",0.0618556701030928,0.0495867768595041,"6"
2014/12/01,"0",31_90,4_7,family_with_children,"7","0","50","149","226","7","7",0.0469798657718121,0.0309734513274336,"7"
2014/12/01,"0",8_30,2_3,group,"7","0","75","228","314","8","8",0.0350877192982456,0.0254777070063694,"8"
2014/12/01,"1",8_30,4_7,group,"6","0","8","60","110","3","3",0.05,0.0272727272727273,"6"
2014/12/01,"1",2_7,2_3,couple,"4","0","70","205","392","18","18",0.0878048780487805,0.0459183673469388,"36"
2014/12/01,"1",8_30,15_plus,solo,"5","0","15","38","42","0","0",0,0,"0"
2014/12/01,"1",31_90,4_7,group,"1","0","265","1026","1694","22","22",0.0214424951267057,0.012987012987013,"44"
2014/12/01,"0",31_90,2_3,family_with_children,"8","0","21","64","90","6","6",0.09375,0.0666666666666667,"6"
2014/12/01,"0",8_30,8_14,solo,"1","0","127","344","448","20","20",0.0581395348837209,0.0446428571428571,"20"
2014/12/01,"1",8_30,8_14,family_with_children,"9","1","83","257","408","1","1",0.00389105058365759,0.00245098039215686,"2"
2014/12/01,"1",same_next_day,2_3,solo,"1","0","62","186","292","11","11",0.0591397849462366,0.0376712328767123,"22"
2014/12/01,"1",31_90,"1",couple,"2","1","67","108","159","2","2",0.0185185185185185,0.0125786163522013,"4"
2014/12/01,"0",8_30,4_7,group,"0","1","68","218","325","9","9",0.0412844036697248,0.0276923076923077,"9"
2014/12/01,"0",same_next_day,4_7,family_with_children,"3","0","27","62","101","4","5",0.0645161290322581,0.0495049504950495,"4"
2014/12/01,"1",91_plus,"1",couple,"1","0","145","296","443","5","5",0.0168918918918919,0.0112866817155756,"10"
2014/12/01,"0",2_7,8_14,solo,"0","0","70","215","284","16","16",0.0744186046511628,0.0563380281690141,"16"
2014/12/01,"0",8_30,8_14,solo,"9","1","97","247","354","4","4",0.0161943319838057,0.0112994350282486,"4"
2014/12/01,"1",91_plus,"1",group,"1","0","29","54","72","2","2",0.037037037037037,0.0277777777777778,"4"
2014/12/01,"1",31_90,8_14,family_with_children,"1","0","76","313","559","4","4",0.012779552715655,0.00715563506261181,"8"
2014/12/01,"1",91_plus,8_14,group,"7","0","9","35","43","0","0",0,0,"0"
2014/12/01,"1",2_7,4_7,couple,"8","1","2","9","17","1","1",0.111111111111111,0.0588235294117647,"2"
2014/12/01,"0",91_plus,15_plus,couple,"3","0","63","149","167","0","0",0,0,"0"
2014/12/01,"1",8_30,"1",family_with_children,"3","0","82","116","150","0","0",0,0,"0"
2014/12/01,"0",same_next_day,8_14,group,"5","0","5","8","10","1","1",0.125,0.1,"1"
2014/12/01,"1",same_next_day,4_7,family_with_children,"2","1","16","56","66","0","0",0,0,"0"
2014/12/01,"0",31_90,15_plus,solo,"2","0","29","75","91","5","5",0.0666666666666667,0.0549450549450549,"5"
2014/12/01,"1",31_90,8_14,family_with_children,"4","0","14","54","87","5","5",0.0925925925925926,0.0574712643678161,"10"
2014/12/01,"0",8_30,8_14,couple,"4","0","28","87","111","6","6",0.0689655172413793,0.0540540540540541,"6"
2014/12/01,"0",31_90,4_7,family_with_children,"8","0","11","34","46","1","1",0.0294117647058824,0.0217391304347826,"1"
2014/12/01,"0",31_90,"1",family_with_children,"8","0","10","14","17","2","2",0.142857142857143,0.117647058823529,"2"
2014/12/01,"0",8_30,2_3,family_with_children,"8","0","50","161","209","16","16",0.0993788819875776,0.076555023923445,"16"
2014/12/01,"1",same_next_day,"1",couple,"9","1","230","280","389","0","0",0,0,"0"
2014/12/01,"1",same_next_day,4_7,solo,"0","0","50","120","201","4","4",0.0333333333333333,0.0199004975124378,"8"
2014/12/01,"0",2_7,15_plus,group,"9","0","14","43","51","1","1",0.0232558139534884,0.0196078431372549,"1"
2014/12/01,"0",8_30,2_3,solo,"8","0","32","103","125","10","10",0.0970873786407767,0.08,"10"
2014/12/01,"1",91_plus,15_plus,group,"0","0","10","19","41","0","0",0,0,"0"
2014/12/01,"0",same_next_day,2_3,couple,"7","0","106","212","301","14","14",0.0660377358490566,0.0465116279069767,"14"
2014/12/01,"1",8_30,4_7,solo,"7","0","107","323","491","4","4",0.0123839009287926,0.00814663951120163,"8"
2014/12/01,"1",31_90,2_3,group,"3","0","90","217","346","4","4",0.0184331797235023,0.0115606936416185,"8"
2014/12/01,"1",8_30,15_plus,family_with_children,"5","0","16","32","33","0","0",0,0,"0"
2014/12/01,"0",91_plus,4_7,solo,"7","0","49","162","214","2","2",0.0123456790123457,0.00934579439252336,"2"
2014/12/01,"0",8_30,4_7,family_with_children,"7","0","69","206","288","9","10",0.0436893203883495,0.0347222222222222,"9"
2014/12/01,"0",8_30,"1",group,"4","1","17","51","75","8","8",0.156862745098039,0.106666666666667,"8"
2014/12/01,"1",2_7,4_7,group,"8","1","1","1","1","0","0",0,0,"0"
2014/12/01,"1",91_plus,8_14,group,"9","1","55","330","498","2","2",0.00606060606060606,0.00401606425702811,"4"
2014/12/01,"1",2_7,"1",group,"2","0","28","44","59","0","0",0,0,"0"
2014/12/01,"1",2_7,8_14,couple,"9","0","246","655","943","17","17",0.0259541984732824,0.0180275715800636,"34"
2014/12/01,"0",8_30,8_14,solo,"5","0","217","584","779","65","65",0.111301369863014,0.0834403080872914,"65"
2014/12/01,"1",91_plus,8_14,group,"5","0","46","125","188","1","1",0.008,0.00531914893617021,"2"
2014/12/01,"0",same_next_day,"1",solo,"7","0","46","114","142","13","13",0.114035087719298,0.0915492957746479,"13"
2014/12/01,"0",same_next_day,8_14,solo,"2","0","11","20","24","3","3",0.15,0.125,"3"
2014/12/01,"0",2_7,8_14,group,"9","0","87","222","295","14","14",0.0630630630630631,0.0474576271186441,"14"
2014/12/01,"0",2_7,15_plus,couple,"2","0","59","116","141","0","0",0,0,"0"
2014/12/01,"1",8_30,4_7,solo,"0","1","116","282","385","6","6",0.0212765957446809,0.0155844155844156,"12"
2014/12/01,"1",same_next_day,4_7,solo,"9","0","284","884","1303","33","33",0.0373303167420814,0.0253261703760553,"66"
2014/12/01,"1",31_90,4_7,group,"6","0","10","17","44","1","1",0.0588235294117647,0.0227272727272727,"2"
2014/12/01,"1",31_90,2_3,solo,"5","0","157","267","382","4","5",0.0149812734082397,0.0130890052356021,"8"
2014/12/01,"1",91_plus,2_3,group,"0","1","51","153","293","1","1",0.0065359477124183,0.00341296928327645,"2"
2014/12/01,"1",31_90,4_7,solo,"1","1","118","393","678","4","4",0.0101781170483461,0.00589970501474926,"8"
2014/12/01,"0",2_7,15_plus,solo,"5","0","30","129","176","6","6",0.0465116279069767,0.0340909090909091,"6"
2014/12/01,"1",91_plus,"1",group,"9","0","112","260","359","1","1",0.00384615384615385,0.00278551532033426,"2"
2014/12/01,"1",2_7,"1",couple,"4","0","26","47","86","1","1",0.0212765957446809,0.0116279069767442,"2"
2014/12/01,"1",same_next_day,4_7,couple,"1","0","71","194","266","7","7",0.0360824742268041,0.0263157894736842,"14"
2014/12/01,"1",8_30,15_plus,couple,"5","0","24","32","43","0","0",0,0,"0"
2014/12/01,"1",2_7,8_14,family_with_children,"9","0","102","339","454","7","7",0.0206489675516224,0.0154185022026432,"14"
